File,SAPT Coulomb
NBC1-MeMe-4.4,-0.0053
NBC1-MeMe-4.6,0.0007
NBC1-MeMe-4.8,0.0030
NBC1-MeMe-5.0,0.0037
NBC1-MeMe-5.4,0.0032
NBC1-MeMe-5.8,0.0023
NBC1-PyPy_S2-3.1,-9.2779
NBC1-PyPy_S2-3.2,-6.7789
NBC1-PyPy_S2-3.3,-4.9427
NBC1-PyPy_S2-3.4,-3.5967
NBC1-PyPy_S2-3.5,-2.6126
NBC1-PyPy_S2-3.6,-1.8947
NBC1-PyPy_S2-3.7,-1.3723
NBC1-PyPy_S2-3.8,-0.9931
NBC1-PyPy_S2-3.9,-0.7188
NBC1-PyPy_S2-4.0,-0.5211
NBC1-PyPy_S2-4.1,-0.3791
NBC1-PyPy_S2-4.2,-0.2778
NBC1-PyPy_S2-4.3,-0.2059
NBC1-PyPy_S2-4.4,-0.1553
NBC1-PyPy_S2-4.5,-0.1200
NBC1-PyPy_S2-4.7,-0.0794
NBC1-PyPy_S2-5.0,-0.0578
NBC1-PyPy_S2-5.5,-0.0561
NBC1-PyPy_S2-6.0,-0.0610
NBC1-PyPy_S2-6.5,-0.0633
NBC1-PyPy_S2-7.0,-0.0627
NBC1-PyPy_T3-4.1,-14.6558
NBC1-PyPy_T3-4.27,-9.4407
NBC1-PyPy_T3-4.3,-8.4738
NBC1-PyPy_T3-4.36,-7.2758
NBC1-PyPy_T3-4.44,-5.8622
NBC1-PyPy_T3-4.5,-5.0331
NBC1-PyPy_T3-4.6,-3.9380
NBC1-PyPy_T3-4.7,-3.1198
NBC1-PyPy_T3-4.8,-2.5065
NBC1-PyPy_T3-4.9,-2.0448
NBC1-PyPy_T3-5.0,-1.6951
NBC1-PyPy_T3-5.1,-1.4284
NBC1-PyPy_T3-5.2,-1.2231
NBC1-PyPy_T3-5.3,-1.0635
NBC1-PyPy_T3-5.4,-0.9379
NBC1-PyPy_T3-5.5,-0.8376
NBC1-PyPy_T3-5.7,-0.6894
NBC1-PyPy_T3-6.0,-0.5445
NBC1-PyPy_T3-6.5,-0.3986
NBC1-PyPy_T3-7.0,-0.3061
NBC1-PyPy_T3-8.0,-0.1933
NBC1-PyPy_T3-9.0,-0.1299
NBC1-BzBz_PD32-0.2,-6.8896
NBC1-BzBz_PD32-0.4,-6.6980
NBC1-BzBz_PD32-0.6,-6.4099
NBC1-BzBz_PD32-0.8,-6.0602
NBC1-BzBz_PD32-1.0,-5.6877
NBC1-BzBz_PD32-1.2,-5.3271
NBC1-BzBz_PD32-1.4,-5.0021
NBC1-BzBz_PD32-1.5,-4.8559
NBC1-BzBz_PD32-1.6,-4.7203
NBC1-BzBz_PD32-1.7,-4.5941
NBC1-BzBz_PD32-1.8,-4.4753
NBC1-BzBz_PD32-1.9,-4.3613
NBC1-BzBz_PD32-2.0,-4.2497
NBC1-BzBz_PD32-2.2,-4.0229
NBC1-BzBz_PD32-2.4,-3.7772
NBC1-BzBz_PD32-2.6,-3.5021
NBC1-BzBz_PD32-2.8,-3.1969
NBC1-BzBz_PD32-3.0,-2.8684
NBC1-BzBz_PD36-0.2,-1.1958
NBC1-BzBz_PD36-0.4,-1.1626
NBC1-BzBz_PD36-0.6,-1.1151
NBC1-BzBz_PD36-0.8,-1.0607
NBC1-BzBz_PD36-1.0,-1.0063
NBC1-BzBz_PD36-1.2,-0.9589
NBC1-BzBz_PD36-1.4,-0.9228
NBC1-BzBz_PD36-1.5,-0.9095
NBC1-BzBz_PD36-1.6,-0.8990
NBC1-BzBz_PD36-1.7,-0.8912
NBC1-BzBz_PD36-1.8,-0.8854
NBC1-BzBz_PD36-1.9,-0.8810
NBC1-BzBz_PD36-2.0,-0.8774
NBC1-BzBz_PD36-2.2,-0.8698
NBC1-BzBz_PD36-2.4,-0.8572
NBC1-BzBz_PD36-2.6,-0.8362
NBC1-BzBz_PD36-2.8,-0.8050
NBC1-BzBz_PD36-3.0,-0.7644
