File,SAPT Coulomb
SSI-004TYR-075PRO-1,-1.5596
SSI-004TYR-105LEU-1,-0.7540
SSI-004VAL-053LEU-1,-1.5620
SSI-005ALA-019PHE-1,-1.4726
SSI-005ARG-012GLU-1,-99.8493
SSI-005ARG-071GLU-1,-90.5126
SSI-005ARG-158LEU-2,-0.7900
SSI-005ASP-103GLN-1,-10.7228
SSI-005ASP-128ARG-1,-95.1507
SSI-005ILE-054SER-1,-1.2118
SSI-005ILE-234TYR-1,-1.3242
SSI-005ILE-277LEU-1,-1.4439
SSI-005LEU-010TRP-1,-0.3947
SSI-005LEU-011PHE-1,-1.1258
SSI-005LEU-015LYS-1,-0.2333
SSI-005LEU-023GLN-1,-0.5167
SSI-005LEU-025ILE-1,-0.4323
SSI-005LEU-025LEU-1,-0.3402
SSI-005LEU-030ASP-1,-0.6743
SSI-005LEU-030LEU-2,-0.3863
SSI-005LEU-032MET-1,-0.6924
SSI-005LEU-037ILE-1,-0.6874
SSI-005LEU-068ILE-1,-0.5997
SSI-005LEU-077LEU-1,-0.6003
SSI-005LEU-083HIE-1,-0.2775
SSI-005LEU-106TYR-1,-1.3881
SSI-005LEU-191TYR-1,-0.5177
SSI-005PHE-022VAL-1,-0.9033
SSI-005PHE-031TYR-1,-0.3379
SSI-005PHE-037PHE-1,-1.0409
SSI-005PHE-043TYR-1,-1.2901
SSI-005PHE-049LYS-1,-0.6117
SSI-005PHE-050TRP-1,-1.6696
SSI-005PHE-155SER-1,-0.9415
SSI-005PHE-162GLN-1,-2.2666
SSI-005PHE-163LEU-1,-1.0559
SSI-005PRO-196ALA-1,-0.6182
SSI-005SER-028VAL-1,-0.7023
SSI-005TYR-166TYR-1,-1.5523
SSI-005TYR-168VAL-1,-0.8989
SSI-005VAL-008GLN-1,-2.9321
SSI-005VAL-023LEU-1,-0.7167
SSI-005VAL-035PHE-1,-1.4421
SSI-005VAL-037ILE-1,-0.9900
SSI-005VAL-039SER-1,-2.1742
SSI-006ALA-078GLU-1,-0.5420
SSI-006ARG-090TYR-1,0.2406
SSI-006ASP-010THR-1,7.8606
SSI-006ASP-116VAL-1,-1.3619
SSI-006GLU-010TYR-1,-1.6413
SSI-006LEU-108PHE-1,-1.2265
SSI-006LEU-126VAL-1,-0.2722
SSI-006LEU-319TYR-1,-0.6881
SSI-006LEU-323PHE-1,-0.9384
SSI-006PHE-018ARG-1,-3.3906
SSI-006PHE-039THR-2,-0.8571
SSI-006PHE-050VAL-1,-1.2991
SSI-006PHE-053LEU-1,-0.5189
SSI-006PHE-061PHE-1,-4.1625
SSI-006PHE-163LEU-1,-1.3049
SSI-006THR-097VAL-1,-0.4284
SSI-006TRP-026TYR-1,-1.3007
SSI-006TRP-038VAL-1,-0.6652
SSI-006TRP-040LYS-1,-1.1191
SSI-006VAL-020VAL-1,-0.4590
SSI-006VAL-023MET-1,-0.8764
SSI-006VAL-024ASP-1,-1.1014
SSI-006VAL-026LEU-1,-1.1311
SSI-006VAL-038ILE-1,-1.0798
SSI-006VAL-053LEU-1,-0.4570
SSI-006VAL-055GLU-1,-1.3890
SSI-006VAL-175PHE-1,-1.6419
SSI-007ALA-011ILE-1,-0.2907
SSI-007ALA-021PHE-1,-0.4976
SSI-007ALA-049VAL-1,-0.7424
SSI-007ARG-011GLU-2,-98.7956
SSI-007ARG-062TYR-1,-0.3814
SSI-007ARG-063PRO-1,-0.7738
SSI-007ASN-109GLU-1,-17.9621
SSI-007ASP-011GLN-1,10.5568
SSI-007ASP-119SER-1,-3.8484
SSI-007ASP-131ARG-1,-113.1867
SSI-007GLU-033LYS-1,-2.0151
SSI-007GLU-033LYS-2,-93.4027
SSI-007ILE-015LYS-1,-0.7366
SSI-007ILE-030LEU-1,-0.8282
SSI-007ILE-030LEU-2,-0.7214
SSI-007ILE-038TYR-1,-0.6529
SSI-007ILE-042LYS-1,-0.8278
SSI-007ILE-097VAL-1,-0.5747
SSI-007LEU-017ARG-1,-1.0048
SSI-007LEU-026VAL-1,-1.4431
SSI-007LEU-033LEU-1,-0.4480
SSI-007LEU-090TYR-1,-0.3890
SSI-007LEU-096TYR-1,-0.6114
SSI-007LEU-168HIE-1,-1.0457
SSI-007LYS-011ASP-1,-106.7873
SSI-007LYS-093SER-1,-0.6161
SSI-007LYS-099THR-1,-1.0719
SSI-007PHE-019VAL-1,-0.9248
SSI-007PHE-021PHE-1,-1.7379
SSI-007PHE-021PRO-1,-2.3758
SSI-007PHE-022VAL-1,-0.5089
SSI-007PHE-024VAL-1,-1.9646
SSI-007PHE-035PHE-1,-1.5460
SSI-007PHE-084LEU-1,-0.5825
SSI-007PHE-091ILE-1,-1.0618
SSI-007PHE-111PHE-1,-1.2131
SSI-007PHE-157ILE-1,-2.0207
SSI-007PHE-160CYS-1,-0.5204
SSI-007SER-010ARG-2,-13.4494
SSI-007SER-100ASN-1,-8.7761
SSI-007THR-031LYS-1,-0.8802
SSI-007TYR-053TYR-1,-1.3389
SSI-007VAL-022SER-1,-1.2872
SSI-007VAL-026GLU-1,-0.8657
SSI-007VAL-034ALA-1,-0.7023
SSI-007VAL-038VAL-1,-0.4261
SSI-007VAL-040THR-1,-0.7577
SSI-007VAL-154GLN-1,-0.9329
SSI-007VAL-154GLN-2,-1.4417
SSI-007VAL-191TYR-1,-1.0382
SSI-007VAL-248MET-1,-1.6301
SSI-008ALA-034ALA-1,-0.9296
SSI-008ALA-035GLU-1,-4.4836
SSI-008ALA-038MET-1,-0.9906
SSI-008ARG-115SER-1,-14.7437
SSI-008ASN-030LYS-1,-26.6728
SSI-008ASP-018ARG-1,-2.6792
SSI-008ASP-018ARG-2,-106.8445
SSI-008ASP-058ILE-1,-0.8942
SSI-008ILE-012HIE-1,-0.7508
SSI-008ILE-015TYR-1,-0.9432
SSI-008ILE-032MET-1,-0.5408
SSI-008ILE-033PHE-1,-0.6149
SSI-008ILE-034LEU-1,-0.7208
SSI-008ILE-035TRP-1,-1.5926
SSI-008ILE-041TYR-1,-0.2967
SSI-008ILE-058PHE-1,-1.3500
SSI-008ILE-062TYR-1,-0.4400
SSI-008LEU-017ALA-1,-0.7617
SSI-008LEU-088TYR-1,-1.4216
SSI-008LYS-043THR-1,-12.3619
SSI-008LYS-065VAL-1,-0.5751
SSI-008LYS-068GLU-1,-2.7941
SSI-008LYS-068GLU-2,-101.6569
SSI-008MET-158LEU-1,-1.3500
SSI-008PHE-042LEU-1,-0.3572
SSI-008PHE-044ILE-1,-0.8500
SSI-008PHE-097VAL-1,-0.6888
SSI-008PHE-099HIE-1,-1.7170
SSI-008PHE-101HIE-1,-3.0453
SSI-008PRO-183ASP-1,-8.5619
SSI-008SER-032SER-1,-13.6224
SSI-008SER-093TYR-1,-5.2638
SSI-008TRP-035PHE-1,-2.1633
SSI-008TRP-250PHE-1,-2.4107
SSI-008TRP-252GLU-1,-17.4237
SSI-008TYR-052TYR-1,-1.2335
SSI-008VAL-039TRP-1,-0.7835
SSI-008VAL-041VAL-1,-0.4441
SSI-008VAL-066LEU-1,-1.1473
SSI-008VAL-072SER-1,-1.1332
SSI-008VAL-080PHE-1,-1.9675
SSI-009ALA-084LEU-1,-0.8233
SSI-009ALA-091ILE-1,-0.6827
SSI-009ARG-023GLU-1,-90.5301
SSI-009ARG-031TRP-1,-7.7109
SSI-009ARG-092LEU-1,-1.2311
SSI-009ARG-103GLN-1,6.7656
SSI-009ARG-106ASP-1,-87.2457
SSI-009ARG-128ARG-1,-0.4276
SSI-009ARG-128ARG-2,62.9064
SSI-009ASN-024ARG-1,4.2070
SSI-009ASP-021LYS-1,-0.7302
SSI-009GLN-068ILE-1,-0.1997
SSI-009GLN-072ASN-1,-5.3625
SSI-009ILE-013TYR-1,-1.4833
SSI-009ILE-038LEU-1,-0.9666
SSI-009ILE-052PHE-1,-0.7525
SSI-009ILE-092LEU-1,-0.3846
SSI-009ILE-092LEU-2,-0.3712
SSI-009ILE-105LEU-1,-0.8392
SSI-009ILE-108PHE-1,-1.2416
SSI-009ILE-155ILE-1,-0.5264
SSI-009LEU-013VAL-1,-0.4474
SSI-009LEU-033LEU-2,-0.5066
SSI-009LEU-039ARG-1,-0.7524
SSI-009LEU-041VAL-1,-0.4131
SSI-009LEU-041VAL-2,-0.5016
SSI-009LEU-055SER-2,-0.3716
SSI-009LEU-058ILE-1,-0.8399
SSI-009LYS-137LEU-1,-0.9106
SSI-009LYS-171VAL-1,-0.5662
SSI-009PRO-069TYR-1,-0.9035
SSI-009TRP-111ARG-1,-6.6700
SSI-009TYR-016GLU-1,2.5124
SSI-009TYR-029THR-1,-0.8383
SSI-009TYR-033ASN-1,-3.2452
SSI-009TYR-035SER-1,-4.0539
SSI-009TYR-050PRO-1,-2.3058
SSI-009TYR-053TYR-1,-1.5020
SSI-009TYR-111ASP-1,-25.1424
SSI-009TYR-121TYR-1,-1.5796
SSI-009TYR-158ALA-1,-1.0430
SSI-009TYR-301MET-1,-3.7771
SSI-009TYR-303TRP-1,-2.3748
SSI-009VAL-021PHE-1,-1.0317
SSI-009VAL-025ILE-1,-0.6518
SSI-009VAL-035ARG-1,-0.5536
SSI-009VAL-084ILE-1,-0.6916
SSI-009VAL-086TYR-1,-1.1537
SSI-010ARG-039ASP-1,-94.4045
SSI-010ARG-042ASP-1,-85.5274
SSI-010ARG-092LEU-1,-0.6200
SSI-010ASN-014GLN-2,-5.7644
SSI-010ASN-023GLU-1,-23.1165
SSI-010ASN-088TYR-1,-5.3039
SSI-010ASP-090TYR-1,-32.4333
SSI-010GLN-022MET-1,-1.4070
SSI-010GLN-102TYR-1,0.9214
SSI-010GLU-014LYS-1,-69.3207
SSI-010GLU-032SER-1,2.8381
SSI-010HIE-015TYR-1,-4.2682
SSI-010HIE-023ASP-1,0.5997
SSI-010LEU-091ASN-1,-1.8836
SSI-010LEU-096TRP-1,-0.5870
SSI-010LEU-132ILE-1,-0.3650
SSI-010PHE-028ILE-2,-1.4565
SSI-010TRP-022LEU-1,-1.0580
SSI-010TRP-025VAL-1,-0.6505
SSI-010TRP-032ILE-1,-0.9926
SSI-010TRP-032PHE-1,-1.8876
SSI-010TRP-034VAL-1,-0.7118
SSI-010TRP-052TYR-1,-1.2023
SSI-010TRP-058PHE-1,-1.3079
SSI-010TRP-081VAL-1,-1.3243
SSI-010TRP-081VAL-2,-1.3986
SSI-010TYR-017GLU-1,3.3526
SSI-010TYR-049PRO-1,-1.6098
SSI-010TYR-052TYR-1,-2.4099
SSI-010TYR-163TYR-1,-0.2139
SSI-010VAL-027ALA-1,-0.4850
SSI-010VAL-028LEU-1,-0.6846
SSI-010VAL-034TYR-1,-0.6404
SSI-010VAL-040PHE-1,-1.1920
SSI-010VAL-044ALA-1,-0.6392
SSI-011ALA-016GLU-1,-0.6844
SSI-011ASP-091ASN-1,-17.4153
SSI-011CYS-042VAL-1,-0.8069
SSI-011CYS-042VAL-2,-0.4753
SSI-011GLU-062TYR-1,4.5367
SSI-011GLU-100THR-1,-5.1473
SSI-011HIE-015ASN-1,2.5697
SSI-011HIE-304SER-1,-9.5697
SSI-011HIE-306ASN-1,-2.9488
SSI-011ILE-017LEU-1,-0.7224
SSI-011ILE-018ALA-1,-0.3209
SSI-011ILE-024ILE-1,-0.5744
SSI-011ILE-024ILE-2,-0.9880
SSI-011ILE-028LEU-1,-0.7980
SSI-011ILE-037LEU-1,-0.8438
SSI-011ILE-038TYR-1,-0.9839
SSI-011ILE-042LEU-1,-0.5369
SSI-011ILE-045VAL-1,-0.5881
SSI-011LEU-062HIE-2,-0.7910
SSI-011LEU-069TYR-1,-0.5032
SSI-011LEU-071GLU-1,-1.1694
SSI-011LEU-102TYR-1,-0.7223
SSI-011LEU-102TYR-2,-1.6492
SSI-011PHE-044TYR-1,-0.5916
SSI-011PRO-020ILE-1,-1.2472
SSI-011SER-223GLU-1,-21.2050
SSI-011THR-017ALA-1,-0.6895
SSI-011THR-166GLU-1,-2.0933
SSI-011THR-166GLU-2,-19.0792
SSI-011TYR-018ARG-1,-4.5911
SSI-011TYR-023ARG-1,-4.7568
SSI-011TYR-051GLU-1,-7.2133
SSI-011TYR-102GLN-1,-2.2148
SSI-011TYR-169ILE-1,-0.9653
SSI-011VAL-144PHE-1,-0.6894
SSI-011VAL-153LYS-1,-0.6680
SSI-011VAL-153LYS-2,-0.5222
SSI-011VAL-155ILE-1,-0.9641
SSI-012ALA-055PHE-1,-1.1070
SSI-012ALA-059PHE-1,-0.4941
SSI-012ALA-108PHE-1,-0.5362
SSI-012ALA-139ALA-1,-0.2356
SSI-012ASN-048PHE-1,-1.9079
SSI-012ASP-024LYS-2,-73.1602
SSI-012ASP-026TYR-1,-4.2843
SSI-012ASP-069TYR-1,4.1324
SSI-012GLN-034GLN-1,-8.8604
SSI-012GLN-044TRP-1,-1.1509
SSI-012GLN-048TYR-1,-1.6392
SSI-012GLU-017GLU-1,-0.6078
SSI-012GLU-019THR-1,-21.3053
SSI-012GLU-068HIE-1,13.4928
SSI-012GLU-070TYR-1,-2.2990
SSI-012HIE-015ILE-1,-0.4676
SSI-012HIE-033LEU-1,-1.3461
SSI-012ILE-016THR-1,-0.8490
SSI-012ILE-018LEU-1,-0.6111
SSI-012ILE-028LEU-1,-0.7623
SSI-012ILE-044ILE-1,-0.8400
SSI-012ILE-046LYS-2,-1.1822
SSI-012ILE-046VAL-1,-0.5988
SSI-012LEU-024VAL-1,-0.5702
SSI-012LEU-027PRO-1,-0.6920
SSI-012LEU-033LEU-1,-1.1879
SSI-012LEU-035TRP-1,-0.8524
SSI-012LEU-039ARG-1,-0.8977
SSI-012LEU-047ILE-1,-0.5415
SSI-012LEU-057LEU-1,-0.6951
SSI-012LEU-062HIE-1,-0.7452
SSI-012LEU-064LEU-1,-0.6376
SSI-012LEU-065LEU-1,-1.3573
SSI-012LEU-070MET-1,-0.5000
SSI-012LEU-074VAL-1,-0.8941
SSI-012LEU-083ASN-1,-0.4922
SSI-012LEU-085ASN-1,-0.8251
SSI-012LEU-088TYR-1,-1.4077
SSI-012PHE-026PHE-1,-1.9304
SSI-012PHE-040PHE-1,-0.8304
SSI-012PHE-116PHE-1,-1.5884
SSI-012PHE-163ILE-1,-0.6232
SSI-012PHE-166CYS-1,-0.9151
SSI-012SER-138SER-1,-3.4673
SSI-012SER-166PHE-1,-1.5930
SSI-012TYR-087PRO-1,-4.0568
SSI-012VAL-016LEU-1,-0.9583
SSI-012VAL-023LEU-1,-0.5783
SSI-012VAL-088PHE-1,-0.6218
SSI-012VAL-114PRO-1,-0.5049
SSI-012VAL-146PHE-1,-0.4768
SSI-013ALA-096TRP-1,-0.9811
SSI-013ASN-149ASN-1,-9.3638
SSI-013ASP-016GLU-1,66.1912
SSI-013ASP-023ARG-1,-115.9139
SSI-013GLU-039ARG-1,-89.8396
SSI-013GLU-052ILE-1,-0.7863
SSI-013GLU-056GLN-1,-23.4725
SSI-013GLU-065LEU-1,-1.8838
SSI-013GLU-069ARG-1,-116.0741
SSI-013HIE-032ALA-1,-0.7399
SSI-013HIE-095HIE-1,-2.5659
SSI-013HIE-121TYR-1,-24.5881
SSI-013ILE-017LEU-1,-0.4012
SSI-013ILE-105ALA-1,-0.5661
SSI-013LEU-017ASN-1,-1.4331
SSI-013LEU-063ILE-1,-0.1847
SSI-013LEU-065PHE-1,-2.4582
SSI-013LEU-066ALA-1,-0.9965
SSI-013LEU-069LEU-1,-0.2948
SSI-013LEU-077LEU-1,-0.7792
SSI-013LEU-082VAL-1,-0.3994
SSI-013LEU-084ALA-1,-0.6211
SSI-013PHE-036VAL-1,-0.5927
SSI-013PHE-060TYR-1,-0.9096
SSI-013PHE-062LEU-1,-0.3721
SSI-013PHE-063PRO-1,-1.0080
SSI-013PHE-083ILE-1,-0.5472
SSI-013PHE-085ALA-1,-0.7103
SSI-013PRO-032VAL-1,-1.3844
SSI-013PRO-034GLN-1,-0.8497
SSI-013PRO-129THR-1,-0.6412
SSI-013SER-047TYR-1,-1.9524
SSI-013THR-164GLU-1,-0.7438
SSI-013TYR-075LEU-1,-0.7817
SSI-013TYR-075LEU-2,-0.5948
SSI-013VAL-016PHE-1,-1.4425
SSI-013VAL-066LEU-1,-0.4646
SSI-013VAL-154ASN-1,-1.3813
SSI-013VAL-154ASN-2,-0.7690
SSI-014ALA-055LEU-1,-0.3941
SSI-014ARG-083THR-1,-3.9831
SSI-014ASN-027ARG-1,-1.1228
SSI-014ASN-061LYS-1,-21.8073
SSI-014ASN-137TYR-1,-3.4661
SSI-014ASP-017ARG-1,-75.6056
SSI-014GLN-093VAL-1,-0.8227
SSI-014GLU-036LYS-1,-117.9761
SSI-014GLU-069ILE-1,-0.3386
SSI-014GLU-164TYR-1,-37.1946
SSI-014HIE-043TYR-1,-1.8000
SSI-014ILE-025TYR-1,-0.7113
SSI-014ILE-027ILE-1,-0.7593
SSI-014ILE-081PHE-1,-1.0764
SSI-014ILE-085ASN-1,-1.5710
SSI-014ILE-088MET-1,-0.8641
SSI-014LEU-061GLN-1,-1.0394
SSI-014LEU-070TRP-1,-1.1192
SSI-014LEU-163ILE-1,-0.6237
SSI-014LEU-174PRO-1,-0.4501
SSI-014LYS-023GLU-1,-134.0793
SSI-014SER-017GLU-1,-19.8251
SSI-014SER-084GLN-1,-17.2576
SSI-014TYR-019GLU-1,-3.0876
SSI-014TYR-021PHE-1,-1.0153
SSI-014TYR-022LYS-1,-1.7043
SSI-014TYR-022LYS-2,-1.3988
SSI-014TYR-082PHE-1,-1.6668
SSI-014VAL-091ALA-1,-0.3574
SSI-015ARG-020ASP-1,-96.5520
SSI-015ARG-164ALA-1,-1.1753
SSI-015ASN-019THR-1,-6.0554
SSI-015ASN-048GLN-1,-9.4299
SSI-015ASN-069ARG-1,-0.5329
SSI-015ASN-149PHE-1,-1.2676
SSI-015CYS-057LEU-1,-0.4582
SSI-015GLU-019LYS-1,-110.0327
SSI-015ILE-019PRO-1,-0.4601
SSI-015ILE-023LEU-1,-0.5573
SSI-015ILE-030LEU-1,-0.6646
SSI-015ILE-034LEU-1,-0.3663
SSI-015ILE-035ARG-1,-1.1119
SSI-015ILE-136HIE-1,-3.8128
SSI-015LEU-035TRP-1,-0.5834
SSI-015LEU-038LEU-1,-0.3644
SSI-015LEU-080PHE-1,-0.8721
SSI-015LEU-084TYR-1,-1.4717
SSI-015LEU-102SER-1,-1.8892
SSI-015LYS-047TYR-1,-2.0158
SSI-015LYS-047TYR-2,-8.5102
SSI-015LYS-220ASP-1,-103.2052
SSI-015LYS-223GLU-1,-2.9891
SSI-015MET-023LEU-1,-0.6023
SSI-015MET-023LEU-2,-0.6102
SSI-015PHE-039ALA-1,-0.6624
SSI-015PHE-044LEU-1,-0.5227
SSI-015SER-018THR-1,-0.4308
SSI-015SER-037LYS-1,-1.7949
SSI-015THR-019ASP-1,-1.1739
SSI-015THR-021MET-1,-1.0298
SSI-015THR-060HIE-1,-14.2573
SSI-015THR-061GLN-1,-7.6110
SSI-015TRP-025THR-1,-0.6913
SSI-015TRP-096TYR-1,-2.8015
SSI-015TYR-034ILE-1,-1.8317
SSI-015VAL-060TYR-1,-2.0963
SSI-016ARG-047PHE-1,0.1366
SSI-016GLN-048ILE-1,-1.2477
SSI-016GLN-098LEU-1,-1.3156
SSI-016GLN-101GLN-1,-1.8203
SSI-016GLU-035TRP-1,1.5399
SSI-016ILE-021VAL-1,-0.6562
SSI-016ILE-145LYS-1,-0.6495
SSI-016ILE-219PRO-1,-0.7070
SSI-016LEU-036LEU-1,-0.6219
SSI-016LEU-046ILE-1,-0.7173
SSI-016LEU-062LEU-1,-1.0507
SSI-016LEU-065LEU-1,-1.3577
SSI-016LEU-072PRO-1,-2.7307
SSI-016LEU-082SER-2,-1.4131
SSI-016LEU-137ILE-1,-0.6058
SSI-016LEU-141MET-1,-0.5278
SSI-016LYS-085GLU-1,-98.6067
SSI-016PHE-034VAL-1,-1.1953
SSI-016PHE-036VAL-1,-1.3626
SSI-016PHE-132ILE-1,-0.6206
SSI-016PHE-176PHE-1,-3.1126
SSI-016PHE-192LEU-1,-1.8235
SSI-016SER-031ASN-2,-10.7787
SSI-016THR-022MET-1,-0.6720
SSI-016TYR-079ILE-1,-1.1677
SSI-016VAL-033THR-1,-0.6490
SSI-016VAL-055PHE-1,-0.4288
SSI-016VAL-059PHE-1,-0.6310
SSI-016VAL-084ILE-1,-0.5714
SSI-017ARG-056HIE-1,-5.3910
SSI-017ASN-021LYS-1,-25.8618
SSI-017ASN-029ASN-2,-8.9343
SSI-017ASP-049ARG-1,-72.0662
SSI-017ASP-060HIE-1,-5.2740
SSI-017GLN-024ASN-1,-9.0317
SSI-017GLN-093VAL-1,-2.3766
SSI-017GLN-094ASP-1,-24.6853
SSI-017GLU-036TRP-1,1.1568
SSI-017GLU-072PRO-1,-2.1790
SSI-017HIE-033ASP-1,-18.2754
SSI-017HIE-035TRP-1,-3.6450
SSI-017ILE-021LEU-1,-1.6963
SSI-017ILE-028LEU-1,-0.4149
SSI-017ILE-028LEU-2,-0.4833
SSI-017ILE-030PHE-1,-0.7749
SSI-017ILE-055HIE-1,-3.1364
SSI-017ILE-149PHE-1,-1.9345
SSI-017LEU-050ILE-1,-0.5989
SSI-017LEU-056PHE-1,-0.9742
SSI-017LEU-066LEU-1,-1.2972
SSI-017LEU-083ILE-1,-0.3656
SSI-017MET-020LYS-1,-1.0335
SSI-017PHE-022SER-2,-1.8699
SSI-017PHE-025TYR-1,-0.7292
SSI-017PHE-077ASP-1,-3.9932
SSI-017PHE-081PHE-1,-2.1008
SSI-017PHE-084LEU-1,-0.9983
SSI-017THR-078GLU-1,-16.2875
SSI-017THR-307TRP-1,-1.5550
SSI-017VAL-049LEU-1,-0.5935
SSI-018ALA-023VAL-1,-0.8235
SSI-018ALA-026GLU-1,-0.7259
SSI-018ALA-027VAL-1,-0.6821
SSI-018ARG-057THR-1,-1.4568
SSI-018ASN-227ALA-1,-0.7675
SSI-018ASP-032THR-1,-23.9063
SSI-018ASP-034ALA-1,-2.7619
SSI-018CYS-132HIE-1,-3.8466
SSI-018GLU-074ILE-1,-0.6239
SSI-018ILE-022GLN-1,-0.5399
SSI-018ILE-052VAL-1,-0.5273
SSI-018ILE-055ASN-1,-0.9102
SSI-018ILE-055PHE-1,-0.8293
SSI-018LEU-039ILE-1,-2.4443
SSI-018LYS-024TYR-1,-1.5026
SSI-018PRO-060HIE-1,-1.3038
SSI-018PRO-085GLU-1,-0.9604
SSI-018PRO-086VAL-1,-0.5615
SSI-018PRO-139LEU-1,-0.6464
SSI-018SER-024LEU-1,-0.8198
